country_name,year,v2x_regime,e_regiongeo,e_gdppc,e_wb_pop,v2exnamhos,v2exparhos,v2exrescon_osp,v2exbribe_osp,v2exembez_osp,v2lgcrrpt_osp,v2lpname,v2ellostsl,v2slpname,v2ellostss,v2tlpname,v2ellostts,v2jupurge_osp,v2jupoatck_osp,v2juaccnt_osp,v2jucorrdc_osp,v2juhcind_osp,v2juhccomp_osp
Mexico,1816,,17,1.083,,Juan Ruiz de Apodaca y Eliza Lopez de Letona y Lasquetty,,2.29,2.397,0.262,,,,,,,,,,1.93,1.596,2.96,0.721
Mexico,1817,,17,1.074,,Juan Ruiz de Apodaca y Eliza Lopez de Letona y Lasquetty,,2.29,2.397,0.262,,,,,,,,,,1.93,1.596,2.96,0.721
Mexico,1818,,17,1.073,,Juan Ruiz de Apodaca y Eliza Lopez de Letona y Lasquetty,,2.29,2.397,0.262,,,,,,,,,,1.93,1.596,2.96,0.721
Mexico,1819,,17,1.068,,Juan Ruiz de Apodaca y Eliza Lopez de Letona y Lasquetty,,2.29,2.397,0.262,,,,,,,,,,1.93,1.596,2.96,0.721
Mexico,1820,,17,1.059,,Juan Ruiz de Apodaca y Eliza Lopez de Letona y Lasquetty,,2.29,2.397,0.262,,,,,,,,,,1.93,1.596,0.195,0.721
Mexico,1821,,17,1.057,,Agustin I [Agustin de Iturbide y Aramburu],,2.29,2.397,0.262,,,,,,,,,,1.93,1.868,0.195,0.721
Mexico,1822,,17,1.06,,Agustin I [Agustin de Iturbide y Aramburu],,2.29,2.397,2.199,2.195,,,,,,,,,1.93,1.868,,
Mexico,1823,,17,1.059,,[Short-lived Heads of State],,2.29,2.397,2.199,2.195,,,,,,,,,1.93,1.868,,
Mexico,1824,,17,1.058,,Guadalupe Victoria,,2.29,2.397,2.199,1.493,,,,,,,,,1.93,1.868,1.047,3.19
Mexico,1825,,17,1.062,,Guadalupe Victoria,,2.29,2.397,2.199,1.493,,,,,,,,,1.93,1.868,1.047,3.19
Mexico,1826,,17,1.066,,Guadalupe Victoria,,2.29,2.397,2.199,1.493,,,,,,,,,1.93,1.868,1.047,3.19
Mexico,1827,,17,1.066,,Guadalupe Victoria,,2.29,2.397,2.199,1.493,,,,,,,,,1.93,1.868,1.047,3.19
Mexico,1828,,17,1.073,,Guadalupe Victoria,,2.29,2.397,2.199,1.493,,,,,,,,,1.93,1.868,1.047,3.19
Mexico,1829,,17,1.077,,Vicente Ramon Guerrero Saldana,,2.29,2.397,2.199,1.493,,,,,,,,,1.93,1.868,1.047,3.19
Mexico,1830,,17,1.083,,Anastasio Bustamante y Oseguera,,2.29,2.397,2.199,1.493,,,,,,,,,1.93,1.868,1.047,2.622
Mexico,1831,,17,1.085,,Anastasio Bustamante y Oseguera,,2.29,2.397,2.199,1.493,,,,,,,,,1.93,1.868,1.047,2.622
Mexico,1832,,17,1.085,,Melchor de Eca y Muzquiz,,2.29,2.397,2.199,1.493,,,,,,,,,1.93,1.868,1.047,2.622
Mexico,1833,,17,1.083,,Antonio Lopez de Santa Anna y Perez de Lebron,,2.29,2.397,2.199,1.493,,,,,,,,,1.93,1.868,1.047,2.622
Mexico,1834,,17,1.088,,Antonio Lopez de Santa Anna y Perez de Lebron,,2.29,2.397,2.199,1.493,,,,,,,,,1.93,1.868,1.047,2.622
Mexico,1835,,17,1.092,,Miguel Francisco Barragan Andrade,,2.29,2.397,2.199,1.493,,,,,,,,,1.93,1.868,1.047,2.622
Mexico,1836,,17,1.086,,Jose Justo Corro Silva,,2.29,2.397,2.199,1.493,,,,,,,,,1.93,1.868,1.047,2.622
Mexico,1837,,17,1.079,,Anastasio Bustamante y Oseguera,,2.29,2.397,2.199,1.493,,,,,,,,,1.93,1.868,1.047,2.622
Mexico,1838,,17,1.087,,Anastasio Bustamante y Oseguera,,2.29,2.397,2.199,1.493,,,,,,,,,1.93,1.868,1.047,2.622
Mexico,1839,,17,1.078,,Anastasio Bustamante y Oseguera,,2.29,2.397,2.199,1.493,,,,,,,,,1.93,1.868,1.047,2.622
Mexico,1840,,17,1.07,,Anastasio Bustamante y Oseguera,,2.29,2.397,2.199,1.493,,,,,,,,,1.93,1.868,2.962,2.622
Mexico,1841,,17,1.071,,Antonio Lopez de Santa Anna y Perez de Lebron,,2.29,2.397,2.199,1.493,,,,,,,,,1.93,1.868,,
Mexico,1842,,17,1.07,,Nicolas Bravo Rueda,,2.29,2.397,2.199,1.493,,,,,,,,,1.93,1.868,,
Mexico,1843,,17,1.077,,Jose Valentin Raimundo Canalizo Bocadillo,,2.29,2.397,2.199,1.493,,,,,,,,,1.93,1.868,2.955,2.632
Mexico,1844,,17,1.076,,Jose Joaquin Antonio Florencio de Herrera y Ricardos,,2.29,2.397,2.199,1.493,,,,,,,,,1.93,1.868,2.955,2.632
Mexico,1845,,17,1.078,,Jose Joaquin Antonio Florencio de Herrera y Ricardos,,2.29,2.397,2.199,1.493,,,,,,,,,1.93,1.868,2.955,2.632
Mexico,1846,,17,1.078,,Jose Mariano de Salas,,2.29,2.397,2.199,1.493,,,,,,,,,1.93,1.868,,
Mexico,1847,,17,1.079,,Antonio Lopez de Santa Anna y Perez de Lebron,,2.29,2.397,2.199,1.493,,,,,,,,,1.93,1.868,,
Mexico,1848,,17,1.074,,Jose Joaquin Antonio Florencio de Herrera y Ricardos,,2.29,2.397,2.199,1.493,,,,,,,,,1.93,1.868,,
Mexico,1849,,17,1.075,,Jose Joaquin Antonio Florencio de Herrera y Ricardos,,2.29,2.397,2.199,1.493,,,,,,,,,1.93,1.868,,
Mexico,1850,,17,1.078,,Jose Joaquin Antonio Florencio de Herrera y Ricardos,,0.315,0.665,0.252,1.493,,,,,,,,,1.93,1.868,,
Mexico,1851,,17,1.077,,Jose Mariano Garcia de Arista y Nuez,,0.315,0.665,0.252,1.493,,,,,,,,,1.93,1.868,,
Mexico,1852,,17,1.065,,Jose Mariano Garcia de Arista y Nuez,,0.315,0.665,0.252,1.493,,,,,,,,,1.93,1.868,,
Mexico,1853,,17,1.056,,Antonio Lopez de Santa Anna y Perez de Lebron,,0.315,0.665,0.252,1.493,,,,,,,,,1.93,1.868,,
Mexico,1854,,17,1.054,,Antonio Lopez de Santa Anna y Perez de Lebron,,2.297,2.389,2.201,1.493,,,,,,,,,1.93,1.868,,
Mexico,1855,,17,1.042,,Juan Nepomuceno Alvarez Hurtado,,2.297,2.389,2.201,1.493,,,,,,,,,1.93,1.868,,
Mexico,1856,,17,1.033,,Ignacio Gregorio Comonfort de los Rios,,2.297,2.389,2.201,1.493,,,,,,,,,1.93,1.868,1.05,1.819
Mexico,1857,,17,1.027,,Ignacio Gregorio Comonfort de los Rios,,2.297,2.389,2.201,1.062,,,,,,,,,1.93,1.868,1.05,2.642
Mexico,1858,,17,1.013,,Felix Maria Zuloaga Trillo,,2.297,2.389,2.201,1.062,,,,,,,,,1.93,1.868,1.05,2.642
Mexico,1859,,17,1.009,,Felix Maria Zuloaga Trillo,,2.297,2.389,2.201,1.062,,,,,,,,,1.93,1.868,1.05,2.642
Mexico,1860,,17,0.998,,Felix Maria Zuloaga Trillo,,2.297,2.389,2.201,1.062,,,,,,,,,1.93,1.868,1.05,2.642
Mexico,1861,,17,1.004,,Felix Maria Zuloaga Trillo,,2.297,2.389,2.201,1.062,,,,,,,,,1.93,1.868,1.05,2.642
Mexico,1862,,17,1.01,,Juan Nepomuceno Almonte,,2.297,2.389,2.201,1.062,,,,,,,,,1.93,1.868,1.05,2.642
Mexico,1863,,17,1.026,,[Collective body],,2.297,2.389,2.201,1.062,,,,,,,,,1.93,1.868,1.05,2.642
Mexico,1864,,17,1.036,,Maximiliano I (Fernando Maximiliano Jose de Austria y Baviera),,2.297,2.389,2.201,1.062,,,,,,,,,1.93,1.868,1.05,2.642
Mexico,1865,,17,1.053,,Maximiliano I (Fernando Maximiliano Jose de Austria y Baviera),,2.297,2.389,2.201,,,,,,,,,,1.93,1.868,,
Mexico,1866,,17,1.059,,Maximiliano I (Fernando Maximiliano Jose de Austria y Baviera),,2.297,2.389,2.201,,,,,,,,,,1.93,1.868,,
Mexico,1867,,17,1.071,,Benito Pablo Juarez Garcia,,2.297,2.389,2.201,1.067,,,,,,,,,1.93,1.868,,
Mexico,1868,,17,1.085,,Benito Pablo Juarez Garcia,,2.297,2.389,2.201,1.067,,,,,,,,,1.93,1.868,,
Mexico,1869,,17,1.092,,Benito Pablo Juarez Garcia,,2.297,2.389,2.201,1.067,,,,,,,,,1.93,1.868,,
Mexico,1870,,17,1.104,,Benito Pablo Juarez Garcia,,2.297,2.389,1.149,1.467,,,,,,,,,1.93,1.868,,
Mexico,1871,,17,1.128,,Benito Pablo Juarez Garcia,,2.297,2.389,1.149,1.467,,,,,,,,,1.93,1.868,,
Mexico,1872,,17,1.159,,Sebastian Lerdo de Tejada y Corral,,2.297,2.389,1.149,1.467,,,,,,,,,1.93,1.868,,
Mexico,1873,,17,1.184,,Sebastian Lerdo de Tejada y Corral,,2.297,2.389,1.149,1.467,,,,,,,,,1.93,1.868,,
Mexico,1874,,17,1.21,,Sebastian Lerdo de Tejada y Corral,,2.297,2.389,1.149,1.467,,,,,,,,,1.93,1.868,,
Mexico,1875,,17,1.236,,Sebastian Lerdo de Tejada y Corral,,2.297,2.389,1.149,1.467,,,,,,,,,1.93,1.868,,
Mexico,1876,,17,1.259,,Sebastian Lerdo de Tejada y Corral,,2.297,2.389,1.149,1.467,,,,,,,,,1.93,1.868,,
Mexico,1877,,17,1.287,,José de la Cruz Porfirio Díaz Mori,,1.661,0.553,1.149,0.587,,,,,,,,,1.93,1.868,,
Mexico,1878,,17,1.311,,José de la Cruz Porfirio Díaz Mori,,1.661,0.553,1.149,0.587,,,,,,,,,1.93,1.868,,
Mexico,1879,,17,1.344,,José de la Cruz Porfirio Díaz Mori,,1.661,0.553,1.149,0.587,,,,,,,,,1.93,1.868,,
Mexico,1880,,17,1.365,,Manuel del Refugio Gonzalez Flores,,1.661,0.553,1.149,0.587,,,,,,,,,1.93,1.868,,
Mexico,1881,,17,1.389,,Manuel del Refugio Gonzalez Flores,,1.661,0.553,1.149,0.587,,,,,,,,,1.93,1.868,,
Mexico,1882,,17,1.417,,Manuel del Refugio Gonzalez Flores,,1.661,0.553,1.149,0.587,,,,,,,,,1.93,1.868,,
Mexico,1883,,17,1.439,,Manuel del Refugio Gonzalez Flores,,1.661,0.553,1.149,0.587,,,,,,,,,1.93,1.868,,
Mexico,1884,,17,1.465,,José de la Cruz Porfirio Díaz Mori,,1.661,0.553,1.149,0.587,,,,,,,,,1.93,1.868,,
Mexico,1885,,17,1.484,,José de la Cruz Porfirio Díaz Mori,,1.661,0.553,1.149,0.587,,,,,,,,,1.93,1.868,,
Mexico,1886,,17,1.512,,José de la Cruz Porfirio Díaz Mori,,1.661,0.553,1.149,0.587,,,,,,,,,1.93,1.868,,
Mexico,1887,,17,1.532,,José de la Cruz Porfirio Díaz Mori,,1.661,0.553,1.149,0.587,,,,,,,,,1.93,1.868,,
Mexico,1888,,17,1.565,,José de la Cruz Porfirio Díaz Mori,,1.661,0.553,1.149,0.587,,,,,,,,,1.93,1.868,,
Mexico,1889,,17,1.595,,José de la Cruz Porfirio Díaz Mori,,1.661,0.553,1.149,0.587,,,,,,,,,1.93,1.868,,
Mexico,1890,,17,1.615,,José de la Cruz Porfirio Díaz Mori,,1.661,0.553,1.149,0.587,,,,,,,,,1.93,1.868,,
Mexico,1891,,17,1.636,,José de la Cruz Porfirio Díaz Mori,,1.661,0.553,1.149,0.587,,,,,,,,,1.93,1.868,,
Mexico,1892,,17,1.664,,José de la Cruz Porfirio Díaz Mori,,1.661,0.553,1.149,0.587,,,,,,,,,1.93,1.868,,
Mexico,1893,,17,1.707,,José de la Cruz Porfirio Díaz Mori,,1.661,0.553,1.149,0.587,,,,,,,,,1.93,1.868,,
Mexico,1894,,17,1.744,,José de la Cruz Porfirio Díaz Mori,,1.661,0.553,1.149,0.587,,,,,,,,,1.93,1.868,,
Mexico,1895,,17,1.783,,José de la Cruz Porfirio Díaz Mori,,1.661,0.553,1.149,0.587,,,,,,,,,1.93,1.868,,
Mexico,1896,,17,1.825,,José de la Cruz Porfirio Díaz Mori,,1.661,0.553,1.149,0.587,,,,,,,,,1.93,1.868,,
Mexico,1897,,17,1.872,,José de la Cruz Porfirio Díaz Mori,,1.661,0.553,1.149,0.587,,,,,,,,,1.93,1.868,,
Mexico,1898,,17,1.899,,José de la Cruz Porfirio Díaz Mori,,1.661,0.553,1.149,0.587,,,,,,,,,1.93,1.868,,
Mexico,1899,,17,1.878,,José de la Cruz Porfirio Díaz Mori,,1.661,0.553,1.149,0.587,,,,,,,,,1.93,1.868,,
Mexico,1900,0.0,17,1.89,,José de la Cruz Porfirio Díaz Mori,Porfirist National Party,1.661,0.553,1.149,0.587,,,,,,,3.252,3.208,1.93,1.868,0.497,2.365
Mexico,1901,0.0,17,1.914,,José de la Cruz Porfirio Díaz Mori,Porfirist National Party,1.661,0.553,1.149,0.587,,,,,,,3.252,3.208,1.93,1.868,0.497,2.365
Mexico,1902,0.0,17,1.929,,José de la Cruz Porfirio Díaz Mori,Porfirist National Party,1.661,0.553,1.149,0.587,,,,,,,3.252,3.208,1.93,1.868,0.497,2.365
Mexico,1903,0.0,17,1.99,,José de la Cruz Porfirio Díaz Mori,Porfirist National Party,1.661,0.553,1.149,0.587,,,,,,,3.252,3.208,1.93,1.868,0.497,2.365
Mexico,1904,0.0,17,2.049,,José de la Cruz Porfirio Díaz Mori,Porfirist National Party,1.661,0.553,1.149,0.587,,,,,,,3.252,3.208,1.93,1.868,0.497,2.365
Mexico,1905,0.0,17,2.128,,José de la Cruz Porfirio Díaz Mori,Porfirist National Party,1.661,0.553,1.149,0.587,,,,,,,3.252,3.208,1.93,1.868,0.497,2.365
Mexico,1906,0.0,17,2.165,,José de la Cruz Porfirio Díaz Mori,Porfirist National Party,1.661,0.553,1.149,0.587,,,,,,,3.252,3.208,1.93,1.868,0.497,2.365
Mexico,1907,0.0,17,2.196,,José de la Cruz Porfirio Díaz Mori,Porfirist National Party,1.661,0.553,1.149,0.587,,,,,,,3.252,3.208,1.93,1.868,0.497,2.365
Mexico,1908,0.0,17,2.216,,José de la Cruz Porfirio Díaz Mori,Porfirist National Party,1.661,0.553,1.149,0.587,,,,,,,3.252,3.208,1.93,1.868,0.497,2.365
Mexico,1909,0.0,17,2.221,,José de la Cruz Porfirio Díaz Mori,Porfirist National Party,1.661,0.553,1.149,0.587,,,,,,,3.252,3.208,1.93,1.868,0.497,2.365
Mexico,1910,0.0,17,2.206,,Francisco Ignacio Madero González,Progressive Constitutionalist Party,1.661,0.553,1.149,0.587,,,,,,,3.252,3.208,1.93,1.868,0.497,2.365
Mexico,1911,0.0,17,2.174,,Francisco Ignacio Madero González,Progressive Constitutionalist Party,1.825,0.825,1.392,0.913,,,,,,,3.252,3.208,1.93,1.868,0.497,2.365
Mexico,1912,0.0,17,2.143,,Francisco Ignacio Madero González,Progressive Constitutionalist Party,1.825,0.662,1.475,0.913,,,,,,,3.252,3.208,1.93,1.868,0.497,2.365
Mexico,1913,0.0,17,2.103,,José Victoriano Huerta Márquez,technical,1.742,0.662,1.475,,,,,,,,3.252,3.208,1.93,1.868,0.497,2.365
Mexico,1914,0.0,17,2.096,,José Venustiano Carranza Garza,Conservative Party,1.742,0.662,1.475,,,,,,,,3.252,3.208,1.93,1.868,0.497,2.365
Mexico,1915,0.0,17,2.117,,José Venustiano Carranza Garza,Conservative Party,1.817,0.662,1.475,,,,,,,,3.252,3.208,1.93,1.868,0.497,2.365
Mexico,1916,0.0,17,2.184,,José Venustiano Carranza Garza,Conservative Party,1.817,0.662,1.475,,,,,,,,1.451,3.208,1.93,1.868,0.497,2.365
Mexico,1917,0.0,17,2.27,,José Venustiano Carranza Garza,Constitutionalist Liberal Party,2.197,0.739,1.475,0.863,,,,,,,1.451,3.751,2.146,1.833,1.638,2.604
Mexico,1918,1.0,17,2.345,,José Venustiano Carranza Garza,Constitutionalist Liberal Party,2.197,0.739,1.475,0.863,,,,,,,2.287,3.751,2.146,1.833,1.638,2.604
Mexico,1919,1.0,17,2.426,,José Venustiano Carranza Garza,Constitutionalist Liberal Party,2.197,0.739,1.475,0.863,,,,,,,2.287,3.751,2.146,1.833,1.638,2.604
Mexico,1920,1.0,17,2.52,,Álvaro Obregón Salido,Mexican Labour Party,2.197,0.739,1.475,0.863,,,,,,,2.287,3.751,2.146,1.833,1.638,2.604
Mexico,1921,1.0,17,2.571,,Álvaro Obregón Salido,Mexican Labour Party,2.197,0.739,1.475,0.863,,,,,,,2.287,3.751,2.146,1.833,1.638,2.604
Mexico,1922,1.0,17,2.6,,Álvaro Obregón Salido,Mexican Labour Party,2.197,0.739,1.475,0.863,,,,,,,2.287,3.751,2.146,1.833,1.638,2.604
Mexico,1923,1.0,17,2.639,,Álvaro Obregón Salido,Mexican Labour Party,2.197,0.739,1.475,0.863,,,,,,,2.287,3.751,2.146,1.833,1.638,2.604
Mexico,1924,1.0,17,2.635,,Plutarco Elías Calles,Mexican Labour Party,2.197,0.739,1.475,0.863,,,,,,,2.287,3.751,2.146,1.833,1.638,2.604
Mexico,1925,1.0,17,2.666,,Plutarco Elías Calles,Mexican Labour Party,2.197,0.739,1.475,0.863,,,,,,,2.287,3.751,2.146,1.833,1.638,2.604
Mexico,1926,1.0,17,2.682,,Plutarco Elías Calles,Mexican Labour Party,2.197,0.739,1.475,0.863,,,,,,,2.287,3.751,2.146,1.833,1.638,2.604
Mexico,1927,1.0,17,2.635,,Plutarco Elías Calles,Mexican Labour Party,2.197,0.739,1.475,0.863,,,,,,,2.287,3.751,2.146,1.833,1.638,2.604
Mexico,1928,1.0,17,2.572,,Emilio Cándido Portes Gil,Institutional Revolutionary Party,2.197,0.739,1.475,0.863,,,,,,,2.287,3.751,2.146,1.833,0.977,2.604
Mexico,1929,1.0,17,2.464,,Emilio Cándido Portes Gil,Institutional Revolutionary Party,2.328,0.368,1.475,0.294,,,,,,,2.583,3.781,2.146,1.833,0.977,2.604
Mexico,1930,1.0,17,2.36,,Pascual Ortiz Rubio,Institutional Revolutionary Party,2.328,0.368,1.475,0.294,,,,,,,2.583,3.781,2.146,1.833,0.977,2.604
Mexico,1931,1.0,17,2.283,,Pascual Ortiz Rubio,Institutional Revolutionary Party,2.328,0.368,1.475,0.294,,,,,,,2.583,3.781,2.146,1.833,0.977,2.604
Mexico,1932,1.0,17,2.197,,Abelardo Luján Rodríguez,Institutional Revolutionary Party,2.328,0.368,1.475,0.294,,,,,,,2.583,3.781,2.146,1.833,0.977,2.604
Mexico,1933,1.0,17,2.209,,Abelardo Luján Rodríguez,Institutional Revolutionary Party,2.328,0.368,1.475,0.294,,,,,,,2.583,3.781,2.146,1.833,0.977,2.604
Mexico,1934,1.0,17,2.284,,Lázaro Cárdenas del Río,Institutional Revolutionary Party,2.328,0.368,1.475,0.294,,,,,,,1.885,3.255,2.146,1.833,0.623,2.604
Mexico,1935,1.0,17,2.369,,Lázaro Cárdenas del Río,Institutional Revolutionary Party,2.328,0.368,1.475,0.357,,,,,,,1.885,3.763,2.146,1.833,0.623,2.604
Mexico,1936,1.0,17,2.449,,Lázaro Cárdenas del Río,Institutional Revolutionary Party,2.328,0.368,1.475,0.357,,,,,,,1.885,3.763,2.146,1.833,0.623,2.604
Mexico,1937,1.0,17,2.509,,Lázaro Cárdenas del Río,Institutional Revolutionary Party,2.328,0.368,1.475,0.357,,,,,,,1.885,3.763,2.146,1.833,0.623,2.604
Mexico,1938,1.0,17,2.557,,Lázaro Cárdenas del Río,Institutional Revolutionary Party,2.328,0.368,1.475,0.357,,,,,,,1.885,3.763,2.146,1.833,0.623,2.604
Mexico,1939,1.0,17,2.617,,Lázaro Cárdenas del Río,Institutional Revolutionary Party,2.328,0.368,1.475,0.357,,,,,,,1.885,3.763,2.146,1.833,0.623,2.604
Mexico,1940,1.0,17,2.661,,Manuel Ávila Camacho,Institutional Revolutionary Party,2.328,0.368,1.475,0.357,Institutional Revolutionary Party,99.422,,0.578,,,1.885,3.763,2.146,1.833,0.623,2.604
Mexico,1941,1.0,17,2.763,,Manuel Ávila Camacho,Institutional Revolutionary Party,2.328,0.368,1.475,0.357,,,,,,,1.885,3.763,2.146,1.833,0.623,2.604
Mexico,1942,1.0,17,2.836,,Manuel Ávila Camacho,Institutional Revolutionary Party,2.328,0.368,1.475,0.357,,,,,,,1.885,3.763,2.146,1.833,0.623,2.604
Mexico,1943,1.0,17,2.923,,Manuel Ávila Camacho,Institutional Revolutionary Party,2.328,0.368,1.475,0.357,Institutional Revolutionary Party,100.0,,0.0,,,1.885,3.763,2.146,1.833,0.8,2.604
Mexico,1944,1.0,17,3.011,,Manuel Ávila Camacho,Institutional Revolutionary Party,2.328,0.368,1.475,0.357,,,,,,,1.885,3.763,2.146,1.833,0.8,2.604
Mexico,1945,1.0,17,3.082,,Manuel Ávila Camacho,Institutional Revolutionary Party,2.328,0.368,1.475,0.357,,,,,,,1.885,3.763,2.146,1.833,0.8,2.604
Mexico,1946,1.0,17,3.174,,Miguel Alemán Váldez,Institutional Revolutionary Party,2.328,0.368,1.475,0.357,Institutional Revolutionary Party,95.918,,2.721,,,1.885,3.763,2.146,1.833,0.8,2.604
Mexico,1947,1.0,17,3.242,,Miguel Alemán Váldez,Institutional Revolutionary Party,2.328,0.368,1.475,0.357,,,,,,,2.378,3.763,2.146,1.833,0.8,2.604
Mexico,1948,1.0,17,3.366,,Miguel Alemán Váldez,Institutional Revolutionary Party,2.328,0.368,1.475,0.357,,,,,,,2.378,3.763,2.146,1.833,0.8,2.604
Mexico,1949,1.0,17,3.568,,Miguel Alemán Váldez,Institutional Revolutionary Party,2.328,0.368,1.475,0.357,Institutional Revolutionary Party,96.599,National Action Party,2.721,,,2.378,3.763,2.146,1.833,0.8,2.604
Mexico,1950,1.0,17,3.96,,Miguel Alemán Váldez,Institutional Revolutionary Party,2.328,0.368,1.475,0.357,,,,,,,2.378,3.763,2.146,1.833,0.8,2.604
Mexico,1951,1.0,17,4.181,,Miguel Alemán Váldez,Institutional Revolutionary Party,2.328,0.368,1.475,0.357,,,,,,,2.378,3.763,2.146,1.833,0.8,2.604
Mexico,1952,1.0,17,4.288,,Adolfo Ruiz Cortines,Institutional Revolutionary Party,2.328,0.368,1.475,0.357,Institutional Revolutionary Party,93.789,National Action Party,3.106,,,2.378,3.763,2.146,1.833,0.8,2.604
Mexico,1953,1.0,17,4.306,,Adolfo Ruiz Cortines,Institutional Revolutionary Party,2.328,0.368,1.475,0.357,,,,,,,2.378,3.763,2.146,1.833,0.8,2.604
Mexico,1954,1.0,17,4.469,,Adolfo Ruiz Cortines,Institutional Revolutionary Party,2.328,0.368,1.475,0.357,,,,,,,2.378,3.763,2.146,1.833,0.8,2.604
Mexico,1955,1.0,17,4.644,,Adolfo Ruiz Cortines,Institutional Revolutionary Party,2.328,0.368,1.475,0.357,Institutional Revolutionary Party,94.444,National Action Party,3.704,,,2.378,3.763,2.146,1.833,0.8,2.604
Mexico,1956,1.0,17,4.817,,Adolfo Ruiz Cortines,Institutional Revolutionary Party,2.328,0.368,1.475,0.357,,,,,,,2.378,3.763,2.146,1.833,0.8,2.604
Mexico,1957,1.0,17,4.992,,Adolfo Ruiz Cortines,Institutional Revolutionary Party,2.328,0.368,1.475,0.357,,,,,,,2.378,3.763,2.146,1.833,0.8,2.604
